名稱,類別,基礎ATK/DEF,基礎穩定度,屬性分類,屬性名稱,屬性值1,屬性值2,說明
,,,,,map,諾耶莉爾城．大廳 (120-140),,
,,,,obtain,type,boss,,
,,,,,name,諾耶莉爾冰雕 (raid),,
,,,,,map,諾耶莉爾城．大廳 (120-140),,
聖冰戰爪,拳套,161,95,stats,atk,2%,,
,,,,,critical_rate,20%,,
,,,,,stronger_against_light,-25,,
,,,,,stronger_against_dark,10,,
,,,,,aliment_resistance,1,,
,,,,,element_water,1,,
,,,,,atk_up_str,100,,
,,,,obtain,type,boss,,
,,,,,name,諾耶莉爾冰雕,,
,,,,,map,諾耶莉爾城．大廳 (80-100),,
,,,,obtain,type,boss,,
,,,,,name,諾耶莉爾冰雕 (raid),,
,,,,,map,諾耶莉爾城．大廳 (80-100),,
聖冰戰爪,拳套,161,95,stats,atk,4%,,
,,,,,critical_rate,40%,,
,,,,,stronger_against_light,-25,,
,,,,,stronger_against_dark,10,,
,,,,,aliment_resistance,3,,
,,,,,element_water,1,,
,,,,,atk_up_str,100,,
,,,,obtain,type,boss,,
,,,,,name,諾耶莉爾冰雕,,
,,,,,map,諾耶莉爾城．大廳 (100-120),,
,,,,obtain,type,boss,,
,,,,,name,諾耶莉爾冰雕 (raid),,
,,,,,map,諾耶莉爾城．大廳 (100-120),,
櫻花腕套,拳套,46,90,stats,max_mp,100,,
,,,,,critical_rate,10,,
,,,,,critical_damage,1,,
,,,,,element_light,1,,
,,,,,attack_mp_recovery,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,"櫻花寶石#50,折斷的櫻樹枝#1,櫻色水晶片#1,獸品#30",,
櫻花腕套,拳套,46,90,stats,max_mp,200,,
,,,,,critical_rate,40,,
,,,,,critical_damage,2,,
,,,,,element_light,1,,
,,,,,attack_mp_recovery,6,,
,,,,,weapon_atk,210,,
,,,,obtain,type,boss,,
,,,,,name,滅基亞 (Nightmare),,
,,,,,map,"櫻雲城．天守閣頂層 ",,
,,,,,dye,A?B?,,
櫻花燈拳套,拳套,154,90,stats,agi,3%,,
,,,,,max_mp,500,,
,,,,,physical_resistance,20,,
,,,,,stronger_against_earth,25,,
,,,,,aliment_resistance,5,,
,,,,,element_earth,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,2000,,
,,,,,potential,?,,
,,,,,materials,"櫻雲輝石#25,墨色櫻樹枝#1,櫻花瓣#1,金屬#60",,
致勝尖爪,拳套,56,90,stats,max_mp,300,,
,,,,,atk,3%,,
,,,,,accuracy,30,,
,,,,,element_water,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,65,,
,,,,,item_difficulty,70,,
,,,,,cost,350,,
,,,,,potential,?,,
,,,,,materials,"破損的巨斧#1,惡靈之爪#20,獸品#125,金屬#50",,
致勝尖爪,拳套,56,90,stats,max_mp,250,,
,,,,,atk,2%,,
,,,,,accuracy,30,,
,,,,,element_water,1,,
,,,,obtain,type,mobs,,
,,,,,name,木乃伊,,
,,,,,map,月之恩澤山．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,木乃伊,,
,,,,,map,月之恩澤山．第3區,,
三球冰淇淋,拳套,125,85,stats,max_mp,300,,
,,,,,accuracy,300%,,
,,,,,element_water,1,,
,,,,,physical_barrier,300,,
,,,,,magical_barrier,300,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,80,,
,,,,,potential,?,,
,,,,,materials,"神秘果實#3,魔法砂糖#1,魔素#0",,
戰鷹雙爪,拳套,170,90,stats,critical_rate,100,,
,,,,,attack_mp_recovery,3,,
,,,,,anticipate,5,,
,,,,,guard_break,5,,
,,,,obtain,type,boss,,
,,,,,name,功夫龍波姆 (1000萬下載紀念活動),,
,,,,,map,索菲亞政廳,,
,,,,,dye,A38B57C3,,
焰刺爪,拳套,30,90,stats,dodge,3%,,
,,,,,evasion_rate,4,,
,,,,,attack_mp_recovery,1,,
,,,,,motion_speed,2,,
,,,,obtain,type,boss,,
,,,,,name,焰狼火各,,
,,,,,map,焦熱山峰，熔岩小徑,,
刺爪,拳套,30,90,stats,dodge,2%,,
,,,,,evasion_rate,2,,
,,,,,attack_mp_recovery,2,,
,,,,,motion_speed,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,35,,
,,,,,item_difficulty,40,,
,,,,,cost,200,,
,,,,,potential,21,,
,,,,,materials,"火山獵犬爪#3,陽炎寶石#1,獸品#125,金屬#75",,
白熊爪,拳套,139,90,stats,max_hp,2000,,
,,,,,element_water,1,,
,,,,,attack_mp_recovery,10,,
,,,,,reduce_dmg_bowling,20,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,135,,
,,,,,item_difficulty,140,,
,,,,,cost,700,,
,,,,,potential,37,,
,,,,,materials,"袋熊毛皮#20,銀色鉤爪#15,獸品#300,金屬#50",,
白熊爪,拳套,139,90,stats,max_hp,1500,,
,,,,,element_water,1,,
,,,,,attack_mp_recovery,10,,
,,,,,reduce_dmg_bowling,10,,
,,,,obtain,type,mobs,,
,,,,,name,銀拳角獸,,
,,,,,map,艾路菲山脈．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,銀拳角獸,,
,,,,,map,艾路菲山脈．第3區,,
偽足拳套,拳套,100,90,stats,max_mp,200,,
,,,,,atk,4%,,
,,,,,critical_rate,16,,
,,,,,element_earth,1,,
,,,,,guard_break,24,,
,,,,obtain,type,boss,,
,,,,,name,伊科諾斯,,
,,,,,map,自動砲台防衛線,,
偽足拳套,拳套,100,90,stats,max_mp,200,,
,,,,,atk,4%,,
,,,,,critical_rate,15,,
,,,,,element_earth,1,,
,,,,,guard_break,20,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,105,,
,,,,,item_difficulty,110,,
,,,,,cost,1100,,
,,,,,potential,32,,
,,,,,materials,"伊科諾斯的核心#2,修理工具組#1,金屬#800,藥品#300",,
1周年飛翼,魔導具,14,70,stats,int,1%,,
,,,,,matk,1%,,
,,,,,cspd,100,,
,,,,,evasion_rate,6,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,25,,
,,,,,cost,10,,
,,,,,potential,19,,
,,,,,materials,1周年銅牌#20,,
1周年飛翼 II,魔導具,27,70,stats,int,2%,,
,,,,,matk,2%,,
,,,,,cspd,200,,
,,,,,evasion_rate,9,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,50,,
,,,,,cost,100,,
,,,,,potential,23,,
,,,,,materials,1周年銀牌#20,,
1周年飛翼 III,魔導具,43,70,stats,int,3%,,
,,,,,matk,3%,,
,,,,,cspd,300,,
,,,,,evasion_rate,12,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,50,,
,,,,,item_difficulty,70,,
,,,,,cost,1000,,
,,,,,potential,27,,
,,,,,materials,1周年金牌#20,,
2周年飛翼,魔導具,14,70,stats,int,1%,,
,,,,,matk,1%,,
,,,,,cspd,100,,
,,,,,evasion_rate,6,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,25,,
,,,,,cost,10,,
,,,,,potential,19,,
,,,,,materials,2周年銅牌#20,,
2周年飛翼 II,魔導具,27,70,stats,int,2%,,
,,,,,matk,2%,,
,,,,,cspd,200,,
,,,,,evasion_rate,9,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,50,,
,,,,,cost,100,,
,,,,,potential,23,,
,,,,,materials,2周年銀牌#20,,
2周年飛翼 III,魔導具,43,70,stats,int,3%,,
,,,,,matk,3%,,
,,,,,cspd,300,,
,,,,,evasion_rate,12,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,50,,
,,,,,item_difficulty,75,,
,,,,,cost,1000,,
,,,,,potential,27,,
,,,,,materials,2周年金牌#20,,
2周年飛翼 IV,魔導具,58,70,stats,int,4%,,
,,,,,matk,4%,,
,,,,,cspd,400,,
,,,,,evasion_rate,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,75,,
,,,,,item_difficulty,100,,
,,,,,cost,2000,,
,,,,,potential,30,,
,,,,,materials,"2周年銀牌．波姆#20,金屬#100",,
2周年飛翼 V,魔導具,71,70,stats,int,5%,,
,,,,,matk,5%,,
,,,,,cspd,500,,
,,,,,evasion_rate,18,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,100,,
,,,,,item_difficulty,125,,
,,,,,cost,4000,,
,,,,,potential,32,,
,,,,,materials,"2周年金牌．波姆#20,金屬#200",,
3周年飛翼,魔導具,14,70,stats,int,1%,,
,,,,,matk,1%,,
,,,,,cspd,100,,
,,,,,evasion_rate,6,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,25,,
,,,,,cost,10,,
,,,,,potential,19,,
,,,,,materials,3周年銅牌#20,,
3周年飛翼 II,魔導具,27,70,stats,int,2%,,
,,,,,matk,2%,,
,,,,,cspd,200,,
,,,,,evasion_rate,9,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,50,,
,,,,,cost,100,,
,,,,,potential,23,,
,,,,,materials,3周年銀牌#20,,
3周年飛翼 III,魔導具,14,70,stats,int,3%,,
,,,,,matk,3%,,
,,,,,cspd,300,,
,,,,,evasion_rate,12,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,50,,
,,,,,item_difficulty,75,,
,,,,,cost,1000,,
,,,,,potential,27,,
,,,,,materials,3周年金牌#20,,
3周年飛翼 IV,魔導具,58,70,stats,int,4%,,
,,,,,matk,4%,,
,,,,,cspd,400,,
,,,,,evasion_rate,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,75,,
,,,,,item_difficulty,100,,
,,,,,cost,2000,,
,,,,,potential,?,,
,,,,,materials,"3周年獎牌．波姆#20,魔素#100",,
3周年飛翼 V,魔導具,71,70,stats,int,5%,,
,,,,,matk,5%,,
,,,,,cspd,500,,
,,,,,evasion_rate,18,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,95,,
,,,,,item_difficulty,125,,
,,,,,cost,3000,,
,,,,,potential,?,,
,,,,,materials,"3周年銅牌．波姆#20,魔素#150",,
3周年飛翼 VI,魔導具,89,70,stats,int,6%,,
,,,,,matk,6%,,
,,,,,magic_pierce,4,,
,,,,,cspd,600,,
,,,,,evasion_rate,18,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,110,,
,,,,,item_difficulty,140,,
,,,,,cost,4000,,
,,,,,potential,?,,
,,,,,materials,"3周年銀牌．波姆#20,魔素#200",,
3周年飛翼 VII,魔導具,104,70,stats,int,6%,,
,,,,,matk,6%,,
,,,,,magic_pierce,8,,
,,,,,cspd,700,,
,,,,,evasion_rate,18,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,130,,
,,,,,item_difficulty,155,,
,,,,,cost,5000,,
,,,,,potential,?,,
,,,,,materials,"3周年金牌．波姆#20,魔素#250",,
天使環羽,魔導具,120,,stats,stability,90,,
,,,,,dodge,15%,,
,,,,,evasion_rate,20,,
,,,,,element_light,1,,
,,,,,stronger_against_neutral,25,,
,,,,,absolute_dodge,10,,
,,,,obtain,type,mini_boss,,
,,,,,name,熾天馬其納,,
,,,,,map,通地塔．關內,,
紅晶風翼,魔導具,60,70,stats,agi,14%,,
,,,,,max_mp,500,,
,,,,,fire_resistance,9,,
,,,,,guard_power,15,,
,,,,,guard_rate,20,,
,,,,,element_earth,1,,
,,,,obtain,type,boss,,
,,,,,name,紅晶魔蛛,,
,,,,,map,昇華觀園．中央區,,
紅晶風翼,魔導具,60,76,stats,agi,10%,,
,,,,,max_mp,500,,
,,,,,fire_resistance,7,,
,,,,,guard_power,15,,
,,,,,guard_rate,15,,
,,,,,element_earth,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,95,,
,,,,,item_difficulty,100,,
,,,,,cost,1000,,
,,,,,potential,31,,
,,,,,materials,"紅斑蛛絲#3,結晶蜘腳殼#2,金屬#600,魔素#400",,
小熊氣球,魔導具,130,70,stats,max_hp,2000,,
,,,,,max_mp,200,,
,,,,,element_water,1,,
,,,,,stronger_against_neutral,25,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,160,,
,,,,,potential,?,,
,,,,,materials,"碎掉的餅乾#3,糖粉#1,魔素#160",,
透明晶翅,魔導具,22,70,stats,dodge,10%,,
,,,,,aspd,300,,
,,,,,element_light,1,,
,,,,,short_range_damage,3,,
,,,,obtain,type,boss,,
,,,,,name,亞思托,,
,,,,,map,奧拉達古塔,,
暗懼法陣,魔導具,92,70,stats,dex,5%,,
,,,,,matk,5%,,
,,,,,element_earth,1,,
,,,,,short_range_damage,5,,
,,,,,fractional_barrier,10,,
,,,,,magical_barrier,1000,,
,,,,,reduce_dmg_floor,10,,
,,,,obtain,type,boss,,
,,,,,name,卦莫爾,,
,,,,,map,黑鴉監獄 ．屋頂廣場,,
暗懼法陣,魔導具,92,70,stats,dex,3%,,
,,,,,matk,5%,,
,,,,,element_earth,1,,
,,,,,short_range_damage,4,,
,,,,,fractional_barrier,5,,
,,,,,magical_barrier,2000,,
,,,,,reduce_dmg_floor,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,125,,
,,,,,item_difficulty,130,,
,,,,,cost,1300,,
,,,,,potential,36,,
,,,,,materials,"激進派帝國合金#2,損壞的黑騎士徽章#1,金屬#1000,魔素#300",,
春櫻幻羽,魔導具,80,70,stats,int,4%,,
,,,,,max_mp,300,,
,,,,,matk,4%,,
,,,,,cspd,500,,
,,,,,dark_resistance,10,,
,,,,,element_light,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,1000,,
,,,,,potential,?,,
,,,,,materials,"櫻花水晶#30,潮濕的櫻樹枝#1,蝕櫻黑羽#1,魔素#30",,
風翼,魔導具,62,70,stats,max_mp,300,,
,,,,,dodge,20%,,
,,,,,wind_resistance,10,,
,,,,,evasion_rate,10,,
,,,,,element_wind,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,95,,
,,,,,item_difficulty,100,,
,,,,,cost,500,,
,,,,,potential,31,,
,,,,,materials,"謎之發光物#5,巨人手印#5,魔素#130,金屬#120",,
風翼,魔導具,62,70,stats,max_mp,300,,
,,,,,dodge,20%,,
,,,,,wind_resistance,10,,
,,,,,evasion_rate,5,,
,,,,,element_wind,1,,
,,,,obtain,type,mobs,,
,,,,,name,飛鰭章魚,,
,,,,,map,辛戈拉勒遺跡．2樓,,
,,,,obtain,type,mobs,,
,,,,,name,飛鰭章魚,,
,,,,,map,辛戈拉勒遺跡．3樓,,
妖精羽翅,魔導具,20,70,stats,max_mp,100,,
,,,,,magic_resistance,2,,
,,,,,fire_resistance,3,,
,,,,,element_fire,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,25,,
,,,,,item_difficulty,30,,
,,,,,cost,150,,
,,,,,potential,19,,
,,,,,materials,"徘徊的靈魂#5,熔岩結晶#5,金屬#40,魔素#35",,
沙漠之翼,魔導具,33,70,stats,max_mp,240,,
,,,,,physical_resistance,5,,
,,,,,earth_resistance,10,,
,,,,,element_earth,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,55,,
,,,,,item_difficulty,60,,
,,,,,cost,300,,
,,,,,potential,24,,
,,,,,materials,"流沙結晶#5,幾何圖案翅膀#25,魔素#75,金屬#75",,
沙漠之翼,魔導具,33,70,stats,max_mp,120,,
,,,,,physical_resistance,3,,
,,,,,earth_resistance,10,,
,,,,,element_earth,1,,
,,,,obtain,type,mobs,,
,,,,,name,沙蛇,,
,,,,,map,堤奧斯丘陵,,
,,,,obtain,type,mobs,,
,,,,,name,沙蛇,,
,,,,,map,堤奧斯丘陵．濕地,,
女帝之魂,魔導具,36,80,stats,magic_resistance,6,,
,,,,,aspd,5%,,
,,,,,cspd,50,,
,,,,,stronger_against_fire,10,,
,,,,,stronger_against_water,10,,
,,,,,stronger_against_wind,10,,
,,,,,stronger_against_earth,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,60,,
,,,,,item_difficulty,65,,
,,,,,cost,650,,
,,,,,potential,25,,
,,,,,materials,"女帝靈氣#3,女帝髮飾#1,金屬#350,魔素#300",,
女帝之魂,魔導具,36,80,stats,magic_resistance,12,,
,,,,,aspd,-50%,,
,,,,,cspd,500,,
,,,,,stronger_against_fire,10,,
,,,,,stronger_against_water,10,,
,,,,,stronger_against_wind,10,,
,,,,,stronger_against_earth,10,,
,,,,obtain,type,boss,,
,,,,,name,上古女帝,,
,,,,,map,上古女帝陵墓．最深處,,
女帝之魂,魔導具,36,80,stats,magic_resistance,6,,
,,,,,aspd,-100%,,
,,,,,cspd,250,,
,,,,,stronger_against_fire,15,,
,,,,,stronger_against_water,15,,
,,,,,stronger_against_wind,15,,
,,,,,stronger_against_earth,15,,
,,,,obtain,type,boss,,
,,,,,name,上古女帝 (馬奇史東之路 2016),,
,,,,,map,活動,,
妖精仙羽,魔導具,29,70,stats,magic_resistance,4,,
,,,,,aggro,-10,,
,,,,,attack_mp_recovery,3,,
,,,,,stronger_against_neutral,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,45,,
,,,,,item_difficulty,50,,
,,,,,cost,250,,
,,,,,potential,23,,
,,,,,materials,"寶石心臟#3,藍蝶翅膀#24,布料#110,魔素#15",,
妖精仙羽,魔導具,29,70,stats,magic_resistance,3,,
,,,,,aggro,-10,,
,,,,,attack_mp_recovery,2,,
,,,,,stronger_against_neutral,10,,
,,,,obtain,type,mobs,,
,,,,,name,幽靈,,
,,,,,map,上古女帝陵墓．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,幽靈,,
,,,,,map,上古女帝陵墓．第3區,,
妖精仙羽,魔導具,29,70,stats,magic_resistance,4,,
,,,,,aggro,-10,,
,,,,,attack_mp_recovery,3,,
,,,,,stronger_against_neutral,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,45,,
,,,,,item_difficulty,50,,
,,,,,cost,250,,
,,,,,potential,?,,
,,,,,materials,"寶石心臟#3,藍蝶翅膀#24,布料#110,魔素#15",,
name,魔導具,250,35,stats,max_mp,1000,,
,,,,,element_fire,1,,
,,,,,additional_magic,100,,
,,,,,recoil_damage,0.01,,
曙光花飾,魔導具,68,70,stats,max_mp,600,,
,,,,,dark_resistance,10,,
,,,,,aggro,-20,,
,,,,,element_light,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,105,,
,,,,,item_difficulty,110,,
,,,,,cost,550,,
,,,,,potential,32,,
,,,,,materials,"洋蔥#5,謎之發光物#5,藥品#175,魔素#100",,
曙光花飾,魔導具,74,70,stats,max_mp,500,,
,,,,,dark_resistance,10,,
,,,,,aggro,-15,,
,,,,,element_light,1,,
,,,,obtain,type,mobs,,
,,,,,name,夜梟巫師,,
,,,,,map,怪物之森．迷霧小徑,,
,,,,obtain,type,mobs,,
,,,,,name,夜梟巫師,,
,,,,,map,怪物之森．深處,,
,,,,obtain,type,mobs,,
,,,,,name,夜梟巫師,,
,,,,,map,怪物之森．樹之徑,,
霜晶裙擺,魔導具,70,80,stats,max_hp,1000,,
,,,,,matk,4%,,
,,,,,physical_resistance,10,,
,,,,,magic_resistance,10,,
,,,,,aggro,-10,,
,,,,,element_water,1,,
,,,,obtain,type,mobs,,
,,,,,name,激進派魔導機兵,,
,,,,,map,黑鴉監獄．1樓,,
,,,,obtain,type,mobs,,
,,,,,name,激進派魔導機兵,,
,,,,,map,黑鴉監獄．3樓,,
霜晶裙擺,魔導具,70,80,stats,max_hp,1000,,
,,,,,matk,4%,,
,,,,,physical_resistance,15,,
,,,,,magic_resistance,15,,
,,,,,aggro,-15,,
,,,,,element_water,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,115,,
,,,,,item_difficulty,120,,
,,,,,cost,600,,
,,,,,potential,34,,
,,,,,materials,"重型車輪#20,有裂痕的耐熱板#20,木材#250,魔素#50",,
萬聖節蝙蝠,魔導具,20,70,stats,magic_pierce,1,,
,,,,,element_wind,1,,
,,,,,attack_mp_recovery,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,南瓜提燈#15,,
萬聖節蝙蝠,魔導具,20,70,stats,magic_pierce,1,,
,,,,,element_wind,1,,
,,,,,attack_mp_recovery,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,南瓜靈魂#15,,
冰晶艾黎路,魔導具,50,70,stats,matk,3%,,
,,,,,magic_pierce,5,,
,,,,,element_water,1,,
,,,,,physical_barrier,500,,
,,,,,additional_magic,150,,
,,,,,atk_down_agi,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,80,,
,,,,,item_difficulty,85,,
,,,,,cost,850,,
,,,,,potential,28,,
,,,,,materials,"冰凍玫瑰#1,薄暮巨龍的藍翼#5,魔晶獸豪爪#3,魔素#425",,
結晶羽翅,魔導具,14,70,stats,max_hp,-5%,,
,,,,,max_mp,150,,
,,,,,element_dark,1,,
,,,,obtain,type,boss,,
,,,,,name,詭譎的結晶,,
,,,,,map,凱渥斯峽谷．龍洞穴,,
翡翠羽翅,魔導具,47,60,stats,dex,6%,,
,,,,,max_mp,300,,
,,,,,cspd,20,,
,,,,,element_wind,1,,
,,,,,long_range_damage,3,,
,,,,obtain,type,boss,,
,,,,,name,翡翠鳥,,
,,,,,map,砂石梯層,,
翡翠羽翅,魔導具,47,60,stats,dex,3%,,
,,,,,max_mp,400,,
,,,,,cspd,80%,,
,,,,,element_wind,1,,
,,,,,long_range_damage,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,75,,
,,,,,item_difficulty,75,,
,,,,,cost,800,,
,,,,,potential,28,,
,,,,,materials,"翡翠鳥嘴#1,翡翠鳥的毛殼甲#4,獸品#450,魔素#350",,
翡翠羽翅,魔導具,47,60,stats,dex,8%,,
,,,,,max_mp,100,,
,,,,,cspd,40%,,
,,,,,element_wind,1,,
,,,,,long_range_damage,5,,
,,,,obtain,type,boss,,
,,,,,name,翡翠鳥 (馬奇史東之路 2017),,
,,,,,map,活動,,
雨神翼,魔導具,47,70,stats,max_hp,250,,
,,,,,magic_resistance,3,,
,,,,,water_resistance,10,,
,,,,,element_water,1,,
,,,,obtain,type,mobs,,
,,,,,name,永凍石猿,,
,,,,,map,索費尼山岳要塞．城牆,,
雨神翼,魔導具,47,70,stats,max_hp,500,,
,,,,,magic_resistance,5,,
,,,,,water_resistance,10,,
,,,,,element_water,1,,
,,,,recipe,item_level,75,,
,,,,,item_difficulty,80,,
,,,,,cost,400,,
,,,,,potential,28,,
,,,,,materials,"清水#10,彩虹玻璃#30,魔素#125,金屬#75",,
多重術式系統,魔導具,54,70,stats,matk,-45%,,
,,,,,cspd,750,,
,,,,obtain,type,mobs,,
,,,,,name,烈火蟻,,
,,,,,map,灼燒地溝．上層,,
,,,,obtain,type,mobs,,
,,,,,name,烈火蟻,,
,,,,,map,灼燒地溝．下層,,
,,,,obtain,type,mobs,,
,,,,,name,Freeze Ghost,,
,,,,,map,諾耶莉爾城．入口 (80-100),,
,,,,obtain,type,mobs,,
,,,,,name,Freeze Ghost,,
,,,,,map,諾耶莉爾城．2樓 (80-100),,
多重術式系統,魔導具,54,70,stats,matk,-50%,,
,,,,,cspd,1000,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,85,,
,,,,,item_difficulty,90,,
,,,,,cost,450,,
,,,,,potential,?,,
,,,,,materials,"秘銀礦石#10,魔獸牙#25,黑暗書頁#15,魔素#225",,
皇女魔導具,魔導具,114,65,stats,matk,6%,,
,,,,,critical_rate,25,,
,,,,,aggro,-15,,
,,,,,element_fire,1,,
,,,,,additional_magic,100,,
,,,,obtain,type,boss,,
,,,,,name,薇芮娜．寇珥連生體,,
,,,,,map,阿爾堤玫亞宮殿．皇座之殿,,
皇女魔導具,魔導具,114,65,stats,matk,6%,,
,,,,,critical_rate,20,,
,,,,,aggro,-10,,
,,,,,element_fire,1,,
,,,,,additional_magic,300,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,140,,
,,,,,item_difficulty,145,,
,,,,,cost,1450,,
,,,,,potential,38,,
,,,,,materials,"怪物皇帝的飾片#2,怪物皇帝的結晶#3,金屬#750,魔素#700",,
魔力催動器,魔導具,5,70,stats,max_mp,100,,
,,,,,element_water,1,,
,,,,obtain,type,smith,,
,,,,obtain,type,quest,,
,,,,,name,地下水道怪談,,
,,,,,npc,霍夫,,
,,,,,map,索菲亞街道,,
,,,,recipe,item_level,1,,
,,,,,item_difficulty,1,,
,,,,,cost,5,,
,,,,,potential,16,,
,,,,,materials,"蒼白色寶石#10,魔素#3",,
魔法羽翼,魔導具,12,70,stats,max_mp,100,,
,,,,,cspd,3,,
,,,,,evasion_rate,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,15,,
,,,,,item_difficulty,20,,
,,,,,cost,100,,
,,,,,potential,18,,
,,,,,materials,"小飛龍的單翼#5,伊庫耳湖沼水#5,魔素#20,布料#30",,
護身胸章,魔導具,40,70,stats,def,10%,,
,,,,,mdef,10%,,
,,,,,physical_resistance,5,,
,,,,,magic_resistance,5,,
,,,,,stronger_against_neutral,20,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,65,,
,,,,,item_difficulty,70,,
,,,,,cost,350,,
,,,,,potential,?,,
,,,,,materials,"神秘的雪球#1,大張符紙#5,魔素#100,金屬#75",,
護身胸章,魔導具,40,70,stats,def,8%,,
,,,,,mdef,8%,,
,,,,,physical_resistance,4,,
,,,,,magic_resistance,4,,
,,,,,stronger_against_neutral,20,,
,,,,obtain,type,mobs,,
,,,,,name,塔魯龜,,
,,,,,map,彼岸黃泉．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,塔魯龜,,
,,,,,map,彼岸黃泉．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,塔魯龜,,
,,,,,map,彼岸黃泉．第3區,,
魔力羽毛,魔導具,8,70,stats,max_mp,100,,
,,,,,aspd,1%,,
,,,,obtain,type,mobs,,
,,,,,name,法法菈,,
,,,,,map,廢棄的寺院街,,
魔力羽毛,魔導具,8,70,stats,max_mp,100,,
,,,,,aspd,5%,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,5,,
,,,,,item_difficulty,10,,
,,,,,cost,50,,
,,,,,potential,16,,
,,,,,materials,"混濁的結晶#5,魔素#15,布料#10",,
金屬羽翼,魔導具,24,70,stats,max_mp,200,,
,,,,,critical_rate,4,,
,,,,,evasion_rate,5,,
,,,,obtain,type,mobs,,
,,,,,name,魔法師人偶,,
,,,,,map,新月鬼殿,,
,,,,obtain,type,mobs,,
,,,,,name,魔法師人偶,,
,,,,,map,新月鬼殿．第二室,,
金屬羽翼,魔導具,24,70,stats,max_mp,200,,
,,,,,critical_rate,8,,
,,,,,evasion_rate,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,35,,
,,,,,item_difficulty,40,,
,,,,,cost,200,,
,,,,,potential,21,,
,,,,,materials,"凹陷的鐵板#30,薩哈姆水晶#20,金屬#150,魔素#50",,
植物膀臂,魔導具,90,70,stats,accuracy,20,,
,,,,,element_earth,1,,
,,,,,additional_meele,75,,
,,,,,additional_magic,75,,
,,,,obtain,type,mobs,,
,,,,,name,巧咪,,
,,,,,map,塔納斯礦道．大廳,,
,,,,obtain,type,mobs,,
,,,,,name,冰城魔鐘,,
,,,,,map,諾耶莉爾城．入口 (120-140),,
